Año,Ranking,País,Valor FOB (USD),Valor Neto
2005,12,CANADA,"23,877.76","16,867.40"
2005,13,JAPON,"23,149.51","12,248.55"
2005,14,ITALIA,"21,691.96","10,998.01"
2005,15,CHINA,"21,551.29","37,809.89"
2005,16,HAITI,"20,591.13","25,480.57"
2005,17,VENEZUELA,"17,125.81","21,371.37"
2005,18,BOLIVIA,"16,646.61","15,836.69"
2005,19,HONG KONG,"16,104.00","18,559.09"
2005,20,SUECIA,"15,463.39","8,117.13"
2005,21,BRASIL,"11,784.81","8,498.54"
2005,22,"COREA (SUR), REPUBLICA DE","9,508.76","3,862.31"
2005,23,AUSTRALIA,"9,058.80","4,172.26"
2005,24,DINAMARCA,"8,036.62","7,821.18"
2005,25,PUERTO RICO,"6,514.93","5,482.02"
2005,26,REPUBLICA DOMINICANA,"6,250.41","6,768.05"
2005,27,GUATEMALA,"6,090.41","9,349.73"
2005,28,TRINIDAD Y TOBAGO,"5,446.82","5,787.53"
2005,29,ARGENTINA,"5,268.52","2,940.30"
2005,30,NIGERIA,"4,995.47","3,755.65"
2005,31,FINLANDIA,"4,287.57","2,211.27"
2005,32,SUIZA,"4,253.82","2,636.75"
2005,33,PORTUGAL,"3,198.65","3,115.72"
2005,34,PANAMA,"2,644.51","2,728.76"
2005,35,URUGUAY,"2,559.56","2,099.51"
2005,36,ISRAEL,"2,008.51","1,066.75"
2005,37,NORUEGA,"1,911.89",971.07
2005,38,GAMBIA,"1,669.31","1,726.57"
2005,39,GUINEA,"1,623.07","1,716.66"
2005,40,HONDURAS,"1,622.57","3,141.02"
2005,41,BAHAMAS,"1,614.24","1,579.95"
2005,42,NUEVA ZELANDA,"1,422.02","2,992.41"
2005,43,POLONIA,"1,410.81",625.04
2005,44,TAIWAN (FORMOSA),"1,252.40",870.63
2005,45,COSTA RICA,"1,189.67",723.30
2005,46,JAMAICA,"1,150.68","1,184.56"
2005,47,VIET NAM,"1,095.23",573.03
2005,48,INDONESIA,"1,064.65",997.53
2005,49,RUSIA,"1,042.39",699.29
2005,50,IRLANDA (EIRE),"1,011.01","1,449.61"
2005,51,TURQUIA,994.05,133.82
2005,52,TOGO,907.41,908.21
2005,53,NICARAGUA,755.01,"1,240.49"
2005,54,ANTILLAS HOLANDESAS,695.15,616.90
2005,55,SENEGAL,673.31,536.51
2005,56,LIBANO,648.03,464.12
2005,57,MALAYSIA,611.41,397.34
2005,58,GRECIA,601.83,552.45
2005,59,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",582.03,254.57
2005,60,SINGAPUR,529.27,366.63
2005,61,EL SALVADOR,493.35,301.45
2005,62,SANTA LUCIA,481.10,477.91
2005,63,EGIPTO,459.36,35.21
2005,64,"SUDAFRICA, REPUBLICA DE",457.39,340.41
2005,65,FILIPINAS,439.19,274.18
2005,66,BOSNIA-HERZEGOVINA,412.95,203.75
2005,67,HUNGRIA,399.66,145.83
2005,68,KUWAIT,392.54,324.86
2005,69,GHANA,389.95,329.35
2005,70,LIBERIA,369.06,363.89
2005,71,BENIN,361.20,274.18
2005,72,ARABIA SAUDITA,345.88,367.94
2005,73,ZONAS FRANCAS DEL PERU,341.59,162.11
2005,74,LIBIA,329.04,269.59
2005,75,GUADALUPE,328.11,206.16
2005,76,TAILANDIA,324.62,238.94
2005,77,BELICE,320.27,329.45
2005,78,ANTIGUA Y BARBUDA,307.28,301.25
2005,79,RUMANIA,296.41,201.71
2005,80,CROACIA,288.30,200.11
2005,81,ANDORRA,268.27,122.21
2005,82,LETONIA,259.05,56.00
2005,83,INDIA,256.19,216.67
2005,84,GUYANA,254.41,247.13
2005,85,SAN VICENTE Y LAS GRANADINAS,243.53,232.76
2005,86,SAN CRISTOBAL Y NIEVES,241.15,258.91
2005,87,DOMINICA,226.64,186.67
2005,88,COSTA DE MARFIL,198.33,224.99
2005,89,ZAIRE,190.89,193.91
2005,90,ARUBA,183.40,251.55
2005,91,ALBANIA,171.56,83.61
2005,92,BANGLADESH,170.72,140.00
2005,93,AUSTRIA,167.19,166.31
2005,94,AGUAS INTERNACIONALES,161.85,55.31
2005,95,REPUBLICA CHECA,160.60,41.67
2005,96,MAURITANIA,158.74,142.47
2005,97,BARBADOS,157.31,160.61
2005,98,CUBA,156.46,91.40
2005,99,"VIRGENES, ISLAS (BRITANICAS)",156.06,179.25
2005,100,EMIRATOS ARABES UNIDOS,128.12,126.01
2005,101,TODOS LOS PAISES,117.62,83.58
2005,102,GUINEA-BISSAU,102.04,103.60
2005,103,YEMEN,87.19,112.17
2005,104,SURINAM,86.94,75.31
2005,105,SIERRA LEONA,74.30,51.41
2005,106,UCRANIA,72.70,10.53
2005,107,BAHREIN,68.50,74.00
2005,108,YUGOSLAVIA,62.42,40.20
2005,109,PAKISTAN,61.61,62.62
2005,110,MALTA,59.57,44.60
2005,111,TUNICIA,59.03,24.04
2005,112,CONGO,58.53,52.31
2005,113,"CAMERUN,REPUBLICA UNIDA DEL",47.99,35.65
2005,114,BERMUDAS,39.79,38.57
2005,115,LITUANIA,37.97,1.20
2005,116,JORDANIA,36.14,15.97
2005,117,SRI LANKA,34.11,3.58
2005,118,"IRAN, REPUBLICA ISLAMICA DEL",33.45,18.75
2005,119,MARRUECOS,32.55,2.35
2005,120,MARTINICA,31.18,24.01
2005,121,BULGARIA,27.66,22.16
2005,122,ANGUILLA,26.60,26.24
2005,123,GABON,22.89,17.14
2005,124,KIRGUIZISTAN,20.70,25.02
2005,125,MADAGASCAR,20.04,19.29
2005,126,ARMENIA,18.78,13.60
2005,127,MOZAMBIQUE,18.37,17.75
2005,128,CHIPRE,17.39,22.44
2005,129,ANGOLA,17.22,17.14
2005,130,AFGANISTAN,15.74,19.67
2005,131,PARAGUAY,15.35,6.09
2005,132,LUXEMBURGO,14.40,18.00
2005,133,"SIRIA, REPUBLICA ARABE DE",2.62,8.20
2005,134,SAWSILANDIA,2.40,1.00
2005,135,"LAOS, REPUBLICA POPULAR DEMOCRATICA DE",1.98,0.01
2005,136,ESLOVENIA,1.72,0.04
2005,137,"MARIANAS DEL NORTE, ISLAS",1.23,0.75
2005,138,ESLOVAQUIA,1.11,0.02
2005,139,GEORGIA,0.01,0.00
2005,140,POLINESIA FRANCESA,0.00,0.00
2006,1,ESTADOS UNIDOS,"652,894.28","518,358.33"
2006,2,ALEMANIA,"208,957.20","99,922.65"
2006,3,ESPAÑA,"166,969.07","104,824.25"
2006,4,HOLANDA,"132,808.28","102,822.13"
2006,5,BELGICA,"89,514.04","50,361.90"
2006,6,INGLATERRA,"73,940.53","45,492.06"
2006,7,FRANCIA,"72,533.59","30,744.38"
2006,8,MEXICO,"57,828.94","67,939.10"
2006,9,ECUADOR,"55,910.05","90,028.73"
2006,10,CHINA,"51,689.57","79,241.42"
2006,11,COLOMBIA,"43,116.32","51,672.18"
2006,12,HAITI,"33,876.05","40,113.01"
2006,13,JAPON,"33,760.97","19,072.07"
2006,14,CANADA,"29,734.85","19,649.22"
2006,15,ITALIA,"25,035.16","13,880.67"
2006,16,CHILE,"22,849.99","36,173.32"
2006,17,BOLIVIA,"22,325.30","27,530.15"
2006,18,VENEZUELA,"19,685.75","14,223.29"
2006,19,SUECIA,"18,212.07","8,805.52"
2006,20,BRASIL,"16,309.30","12,167.70"
2006,21,HONG KONG,"14,246.00","16,342.14"
2006,22,"COREA (SUR), REPUBLICA DE","12,058.46","5,371.21"
2006,23,DINAMARCA,"10,001.93","8,850.45"
2006,24,AUSTRALIA,"8,945.57","4,262.20"
2006,25,SUIZA,"8,452.74","4,337.08"
2006,26,GUATEMALA,"8,046.62","11,208.43"
2006,27,TRINIDAD Y TOBAGO,"7,420.27","7,550.28"
2006,28,PUERTO RICO,"6,507.81","5,346.55"
2006,29,FINLANDIA,"6,251.87","3,282.61"
2006,30,REPUBLICA DOMINICANA,"5,500.11","6,118.01"
2006,31,ARGENTINA,"5,315.55","3,308.92"
2006,32,PORTUGAL,"4,580.97","5,201.27"
2006,33,TAIWAN (FORMOSA),"4,207.11","2,937.66"
2006,34,PANAMA,"3,720.21","3,747.22"
2006,35,HONDURAS,"3,073.54","5,660.97"
2006,36,NIGERIA,"2,785.65","2,160.00"
2006,37,URUGUAY,"2,536.95","2,312.76"
2006,38,BAHAMAS,"2,372.12","2,196.02"
2006,39,INDONESIA,"2,275.01","1,865.67"
2006,40,POLONIA,"2,169.09","1,236.54"
2006,41,COSTA RICA,"2,111.48","1,632.43"
2006,42,RUSIA,"2,008.42","1,956.46"
2006,43,GAMBIA,"1,879.16","1,927.97"
2006,44,GRECIA,"1,738.59","1,579.77"
2006,45,ISRAEL,"1,634.13","1,196.77"
2006,46,IRLANDA (EIRE),"1,519.33","1,896.75"
2006,47,GUINEA,"1,512.02","1,517.95"
2006,48,NORUEGA,"1,484.82",696.60
2006,49,NICARAGUA,"1,429.39","2,140.14"
2006,50,TURQUIA,"1,366.14",354.06
2006,51,LIBANO,"1,355.54",947.29
2006,52,INDIA,"1,347.93","1,337.10"
2006,53,"SUDAFRICA, REPUBLICA DE","1,248.96",747.35
2006,54,SAN CRISTOBAL Y NIEVES,"1,138.00","1,115.30"
2006,55,VIET NAM,"1,131.98",638.91
2006,56,NUEVA ZELANDA,"1,131.49","1,771.46"
2006,57,ARABIA SAUDITA,"1,119.11","1,618.15"
2006,58,EMIRATOS ARABES UNIDOS,817.57,"1,093.50"
2006,59,ANTILLAS HOLANDESAS,814.29,663.74
2006,60,LIBERIA,797.12,789.74
2006,61,PAKISTAN,785.08,369.31
2006,62,MALAYSIA,757.90,553.47
2006,63,EGIPTO,723.92,139.08
2006,64,EL SALVADOR,723.92,347.82
2006,65,TAILANDIA,709.15,489.00
2006,66,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",707.97,355.01
2006,67,JAMAICA,662.20,675.63
2006,68,SANTA LUCIA,652.50,616.52
2006,69,GUYANA,648.10,645.36
2006,70,SINGAPUR,603.27,487.82
2006,71,ZONAS FRANCAS DEL PERU,601.34,270.04
2006,72,RUMANIA,516.18,278.63
2006,73,BARBADOS,451.87,295.80
2006,74,GHANA,451.09,444.39
2006,75,UNITED STATES MINOR OUTLYING ISLANDS,433.37,111.20
2006,76,BENIN,433.02,325.58
2006,77,ARUBA,392.88,279.52
2006,78,KUWAIT,386.14,426.67
2006,79,AGUAS INTERNACIONALES,365.29,249.38
2006,80,HUNGRIA,362.77,91.13
2006,81,GUADALUPE,357.77,241.39
2006,82,BELICE,357.69,367.18
2006,83,QATAR,318.15,144.35
2006,84,COSTA DE MARFIL,304.12,353.54
2006,85,BANGLADESH,298.54,278.00
2006,86,MAURITANIA,265.11,247.98
2006,87,CONGO,258.30,257.04
2006,88,MARTINICA,248.41,148.81
2006,89,ANTIGUA Y BARBUDA,233.28,215.30
2006,90,AUSTRIA,226.37,198.01
2006,91,SENEGAL,218.33,191.35
2006,92,CROACIA,211.89,124.52
2006,93,TOGO,206.64,205.63
2006,94,ANGOLA,199.83,204.72
2006,95,ZAIRE,174.10,172.56
2006,96,CABO VERDE,173.09,319.00
2006,97,SURINAM,143.37,132.23
2006,98,TODOS LOS PAISES,140.66,127.19
2006,99,CHIPRE,138.58,182.70
2006,100,SRI LANKA,128.55,12.77
2006,101,YEMEN,124.43,185.93
2006,102,SAN VICENTE Y LAS GRANADINAS,115.28,109.36
2006,103,CUBA,108.93,56.68
2006,104,MALTA,103.62,91.34
2006,105,REPUBLICA CHECA,99.39,8.35
2006,106,FILIPINAS,94.92,86.84
2006,107,JORDANIA,93.81,111.01
2006,108,BULGARIA,90.56,62.17
2006,109,MOZAMBIQUE,89.84,28.63
2006,110,MARRUECOS,79.36,17.00
2006,111,MADAGASCAR,77.06,73.42
2006,112,BAHREIN,69.64,74.11
2006,113,GUINEA-BISSAU,68.88,68.54
2006,114,UCRANIA,64.50,1.08
2006,115,DOMINICA,59.26,55.14
2006,116,"VIRGENES, ISLAS (NORTEAMERICANAS)",50.00,22.92
2006,117,"CAMERUN,REPUBLICA UNIDA DEL",45.78,34.27
2006,118,ESLOVENIA,44.60,81.22
2006,119,ISLANDIA,42.84,60.00
2006,120,YUGOSLAVIA,42.09,0.78
2006,121,SEYCHELLES,39.82,59.32
2006,122,ARGELIA,37.53,66.00
2006,123,GABON,32.93,38.57
2006,124,LITUANIA,31.33,74.78
2006,125,MACEDONIA F.Y.R.,26.69,18.00
2006,126,SIERRA LEONA,24.83,21.07
2006,127,"MARIANAS DEL NORTE, ISLAS",24.00,20.00
2006,128,BERMUDAS,20.09,19.29
2006,129,OMAN,15.07,24.30
2006,130,TUNICIA,13.05,0.20
2006,131,TONGA,11.19,10.00
2006,132,CAMBOYA,8.08,1.20
2006,133,"IRAN, REPUBLICA ISLAMICA DEL",7.57,0.30
2006,134,ESLOVAQUIA,2.85,0.21
2006,135,PARAGUAY,2.33,0.58
2006,136,ESCOCIA,1.49,0.70
2006,137,"SIRIA, REPUBLICA ARABE DE",0.32,0.06
2007,1,ESTADOS UNIDOS,"684,138.62","464,361.49"
2007,2,ESPAÑA,"219,093.52","111,425.03"
2007,3,ALEMANIA,"178,763.40","80,381.25"
2007,4,HOLANDA,"165,173.06","139,111.79"
2007,5,FRANCIA,"86,003.01","28,694.32"
2007,6,INGLATERRA,"85,339.72","47,788.55"
2007,7,MEXICO,"73,671.92","74,708.53"
2007,8,ECUADOR,"63,662.27","101,348.01"
2007,9,BELGICA,"59,443.28","28,062.83"
2007,10,COLOMBIA,"44,045.53","53,266.80"
2007,11,HAITI,"35,941.14","35,821.16"
2007,12,CANADA,"35,828.89","22,857.38"
2007,13,JAPON,"32,749.13","18,043.82"
2007,14,CHILE,"30,353.66","51,456.93"
2007,15,VENEZUELA,"29,413.45","21,178.45"
2007,16,ITALIA,"26,946.68","13,264.38"
2007,17,SUECIA,"24,348.37","10,399.90"
2007,18,BRASIL,"21,911.86","12,781.42"
2007,19,BOLIVIA,"20,787.85","15,833.47"
2007,20,HONG KONG,"17,435.40","9,374.13"
2007,21,CHINA,"17,067.63","19,562.22"
2007,22,"COREA (SUR), REPUBLICA DE","15,533.33","5,853.98"
2007,23,DINAMARCA,"10,952.49","9,062.36"
2007,24,AUSTRALIA,"10,101.07","4,760.93"
2007,25,PUERTO RICO,"7,433.36","5,725.54"
2007,26,ARGENTINA,"7,081.78","3,356.11"
2007,27,TRINIDAD Y TOBAGO,"6,629.40","6,618.72"
2007,28,NIGERIA,"6,422.51","3,992.68"
2007,29,REPUBLICA DOMINICANA,"6,279.98","7,164.56"
2007,30,HONDURAS,"6,238.91","10,602.38"
2007,31,SUIZA,"6,117.71","2,472.88"
2007,32,GUATEMALA,"5,489.26","6,533.73"
2007,33,PORTUGAL,"4,700.95","4,734.42"
2007,34,PANAMA,"4,295.09","4,359.17"
2007,35,URUGUAY,"3,844.44","2,582.13"
2007,36,POLONIA,"3,372.46","1,732.70"
2007,37,GUINEA,"3,187.24","2,321.05"
2007,38,COSTA RICA,"3,127.83","3,244.72"
2007,39,TURQUIA,"2,835.13","1,165.56"
2007,40,GAMBIA,"2,791.41","2,248.69"
2007,41,RUSIA,"2,689.74","1,408.15"
2007,42,NUEVA ZELANDA,"2,486.71","2,863.87"
2007,43,INDONESIA,"2,322.11","1,696.06"
2007,44,TAIWAN (FORMOSA),"2,073.14","1,184.68"
2007,45,LIBANO,"1,969.72","1,216.59"
2007,46,BAHAMAS,"1,817.18","1,486.89"
2007,47,TOGO,"1,808.78","1,295.89"
2007,48,MAURITANIA,"1,781.66","1,295.80"
2007,49,GRECIA,"1,721.16","1,325.45"
2007,50,GHANA,"1,659.84","1,233.79"
2007,51,IRLANDA (EIRE),"1,511.99","1,541.88"
2007,52,LIBERIA,"1,493.96","1,132.02"
2007,53,ARABIA SAUDITA,"1,430.87","1,278.97"
2007,54,FINLANDIA,"1,288.59",825.34
2007,55,NORUEGA,"1,227.30",492.11
2007,56,ANTILLAS HOLANDESAS,"1,221.40",969.83
2007,57,"SUDAFRICA, REPUBLICA DE","1,200.24",637.08
2007,58,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE","1,170.48",489.18
2007,59,SANTA LUCIA,"1,139.03",837.29
2007,60,NICARAGUA,"1,059.62","1,721.06"
2007,61,ARGELIA,"1,031.27",758.64
2007,62,LIBIA,"1,003.11",830.15
2007,63,CONGO,993.15,771.35
2007,64,SINGAPUR,956.31,497.35
2007,65,VIET NAM,934.68,427.12
2007,66,TAILANDIA,920.54,570.04
2007,67,EGIPTO,894.23,174.73
2007,68,"SIRIA, REPUBLICA ARABE DE",839.80,427.12
2007,69,GUYANA,836.43,671.27
2007,70,REPUBLICA CHECA,832.19,291.53
2007,71,ISRAEL,807.33,507.43
2007,72,JAMAICA,729.77,791.67
2007,73,MALAYSIA,712.68,425.21
2007,74,BELICE,695.31,712.42
2007,75,INDIA,656.20,434.97
2007,76,CROACIA,628.03,403.41
2007,77,BULGARIA,547.51,234.22
2007,78,CABO VERDE,537.55,896.19
2007,79,KUWAIT,518.55,527.20
2007,80,COSTA DE MARFIL,506.67,497.08
2007,81,AGUAS INTERNACIONALES,501.52,842.22
2007,82,EMIRATOS ARABES UNIDOS,491.04,555.41
2007,83,SAN VICENTE Y LAS GRANADINAS,432.98,329.46
2007,84,AUSTRIA,428.59,257.64
2007,85,ZONAS FRANCAS DEL PERU,379.98,249.43
2007,86,UNITED STATES MINOR OUTLYING ISLANDS,372.35,102.77
2007,87,SAN CRISTOBAL Y NIEVES,366.32,358.49
2007,88,BANGLADESH,363.74,322.45
2007,89,BENIN,321.72,257.04
2007,90,ANTIGUA Y BARBUDA,304.46,233.09
2007,91,EL SALVADOR,276.09,167.00
2007,92,MARTINICA,274.04,169.62
2007,93,GUADALUPE,256.65,183.35
2007,94,PAKISTAN,214.30,154.84
2007,95,BAHREIN,213.52,196.24
2007,96,MALTA,185.85,128.82
2007,97,GUINEA-BISSAU,169.47,119.95
2007,98,TODOS LOS PAISES,151.81,133.10
2007,99,"TANZANIA, REPUBLICA UNIDA DE",143.43,102.82
2007,100,SENEGAL,141.27,106.24
2007,101,RUMANIA,133.61,80.88
2007,102,BARBADOS,127.92,147.33
2007,103,UCRANIA,108.03,10.88
2007,104,ARUBA,98.64,135.27
2007,105,JORDANIA,97.70,57.83
2007,106,ESLOVENIA,84.85,61.24
2007,107,SEYCHELLES,79.84,118.76
2007,108,CHIPRE,79.68,88.70
2007,109,ANGOLA,75.60,68.54
2007,110,HUNGRIA,71.18,3.02
2007,111,FILIPINAS,63.78,9.61
2007,112,CUBA,60.16,32.61
2007,113,MOLDAVIA,59.45,19.92
2007,114,ZAIRE,58.38,51.41
2007,115,"CAMERUN,REPUBLICA UNIDA DEL",56.80,21.47
2007,116,MALI,54.18,34.27
2007,117,"VIRGENES, ISLAS (BRITANICAS)",52.14,36.42
2007,118,YEMEN,50.04,72.00
2007,119,BERMUDAS,47.33,38.57
2007,120,PARAGUAY,44.72,30.46
2007,121,GABON,42.92,38.57
2007,122,SURINAM,37.46,31.16
2007,123,YUGOSLAVIA,35.72,0.53
2007,124,TUNICIA,26.42,0.43
2007,125,DOMINICA,20.52,18.34
2007,126,MAURICIO,20.29,19.92
2007,127,SIERRA LEONA,19.53,17.14
2007,128,DJIBOUTI,19.31,17.67
2007,129,"VIRGENES, ISLAS (NORTEAMERICANAS)",18.13,8.01
2007,130,ISLANDIA,17.22,22.07
2007,131,MARRUECOS,12.23,0.20
2007,132,"IRAN, REPUBLICA ISLAMICA DEL",5.38,0.08
2007,133,SAWSILANDIA,4.13,1.55
2007,134,ESLOVAQUIA,1.94,0.07
2007,135,GUAM,1.50,0.36
2007,136,"FEROE, ISLAS",1.11,0.11
2007,137,ZAMBIA,0.66,0.27
2007,138,GUAYANA FRANCESA,0.49,0.15
2009,1,ESTADOS UNIDOS,"743,693.12","460,982.52"
2009,2,HOLANDA,"266,177.48","205,487.44"
2009,3,ALEMANIA,"228,215.82","80,077.69"
2009,4,ESPAÑA,"218,318.69","120,995.75"
2009,5,COLOMBIA,"128,373.09","154,145.90"
2009,6,ECUADOR,"98,457.65","144,342.22"
2009,7,BELGICA,"88,029.58","32,679.70"
2009,8,INGLATERRA,"86,374.29","43,940.22"
2009,9,FRANCIA,"64,478.85","23,162.42"
2009,10,MEXICO,"50,369.68","42,905.09"
2009,11,CANADA,"43,371.63","24,199.69"
2009,12,CHILE,"42,372.11","59,358.84"
2009,13,HAITI,"41,890.93","43,991.89"
2009,14,JAPON,"36,273.33","19,696.07"
2009,15,ITALIA,"34,874.66","15,551.71"
2009,16,CHINA,"34,122.77","35,051.80"
2009,17,BOLIVIA,"28,138.17","16,177.02"
2009,18,SUECIA,"26,453.74","8,843.53"
2009,19,BRASIL,"25,529.85","16,054.64"
2009,20,HONG KONG,"23,350.72","10,345.73"
2009,21,VENEZUELA,"22,401.80","15,224.01"
2009,22,"COREA (SUR), REPUBLICA DE","21,336.18","6,596.91"
2009,23,INDONESIA,"17,621.76","40,949.03"
2009,24,RUSIA,"16,558.17","7,533.63"
2009,25,AUSTRALIA,"12,962.36","5,581.47"
2009,26,PUERTO RICO,"12,087.15","7,491.34"
2009,27,PANAMA,"10,944.13","13,141.13"
2009,28,TRINIDAD Y TOBAGO,"10,721.70","9,109.25"
2009,29,DINAMARCA,"9,519.98","6,746.36"
2009,30,ARGENTINA,"8,619.96","3,967.00"
2009,31,GUATEMALA,"7,809.15","7,848.47"
2009,32,REPUBLICA DOMINICANA,"7,687.52","8,897.48"
2009,33,URUGUAY,"7,114.49","5,244.32"
2009,34,SUIZA,"6,964.82","2,185.58"
2009,35,HONDURAS,"6,908.24","12,158.86"
2009,36,PORTUGAL,"6,507.73","5,156.40"
2009,37,GRECIA,"6,453.24","2,619.40"
2009,38,POLONIA,"6,207.00","2,347.14"
2009,39,COSTA RICA,"6,027.62","4,654.25"
2009,40,FINLANDIA,"5,456.64","2,592.04"
2009,41,ISRAEL,"5,195.48","3,169.82"
2009,42,NUEVA ZELANDA,"3,968.64","5,691.34"
2009,43,NICARAGUA,"2,826.77","4,500.05"
2009,44,VIET NAM,"2,579.82","1,395.10"
2009,45,NORUEGA,"2,447.37",961.75
2009,46,TAILANDIA,"2,369.74","1,110.61"
2009,47,TAIWAN (FORMOSA),"2,314.71","1,209.60"
2009,48,TURQUIA,"2,253.10","1,794.95"
2009,49,IRLANDA (EIRE),"2,152.36","1,684.19"
2009,50,BAHAMAS,"2,103.25","1,720.22"
2009,51,NIGERIA,"2,100.63","1,399.18"
2009,52,MALAYSIA,"1,987.99",846.10
2009,53,"SUDAFRICA, REPUBLICA DE","1,947.17","1,026.68"
2009,54,LIBANO,"1,904.44","1,308.42"
2009,55,SANTA LUCIA,"1,899.73","1,435.60"
2009,56,ARABIA SAUDITA,"1,505.29","1,660.47"
2009,57,INDIA,"1,482.92","1,362.44"
2009,58,ARUBA,"1,109.08","1,275.91"
2009,59,"SIRIA, REPUBLICA ARABE DE",972.66,329.14
2009,60,CABO VERDE,972.14,"1,068.33"
2009,61,GAMBIA,958.78,816.44
2009,62,LIBERIA,933.25,774.79
2009,63,EL SALVADOR,931.82,396.94
2009,64,BULGARIA,911.90,332.58
2009,65,JAMAICA,880.96,774.55
2009,66,ZONAS FRANCAS DEL PERU,879.35,853.15
2009,67,EMIRATOS ARABES UNIDOS,873.86,868.40
2009,68,EGIPTO,796.75,110.89
2009,69,ANTILLAS HOLANDESAS,739.01,694.11
2009,70,GUINEA,729.70,599.08
2009,71,SINGAPUR,688.09,358.42
2009,72,MAURITANIA,676.18,524.40
2009,73,ESTONIA,671.95,227.70
2009,74,GUYANA,651.80,501.69
2009,75,CONGO,617.03,507.92
2009,76,SENEGAL,580.49,380.80
2009,77,AGUAS INTERNACIONALES,483.35,252.53
2009,78,SAN VICENTE Y LAS GRANADINAS,482.21,359.91
2009,79,KUWAIT,473.98,356.76
2009,80,GUADALUPE,472.47,302.55
2009,81,BELICE,434.96,329.44
2009,82,CROACIA,400.27,255.14
2009,83,LIBIA,387.66,302.69
2009,84,MARTINICA,367.05,218.87
2009,85,REPUBLICA CHECA,361.37,83.37
2009,86,FILIPINAS,328.68,219.35
2009,87,RUMANIA,327.45,49.66
2009,88,ANTIGUA Y BARBUDA,306.29,280.39
2009,89,ANGOLA,290.54,258.39
2009,90,LITUANIA,289.29,126.10
2009,91,JORDANIA,266.58,215.14
2009,92,CAMBOYA,244.16,112.18
2009,93,BAHREIN,218.79,209.74
2009,94,ISLANDIA,212.26,83.81
2009,95,MARRUECOS,205.92,79.52
2009,96,GHANA,203.37,159.40
2009,97,AUSTRIA,174.67,74.42
2009,98,OMAN,173.73,210.01
2009,99,PAKISTAN,166.51,162.52
2009,100,UCRANIA,160.59,49.02
2009,101,YEMEN,154.79,184.54
2009,102,CHIPRE,152.61,155.52
2009,103,TOGO,144.53,120.52
2009,104,BANGLADESH,134.88,104.92
2009,105,ARGELIA,134.82,165.00
2009,106,GUAYANA FRANCESA,130.38,67.32
2009,107,SAN CRISTOBAL Y NIEVES,125.02,96.11
2009,108,BENIN,118.97,88.81
2009,109,DOMINICA,115.31,93.74
2009,110,BARBADOS,107.45,99.66
2009,111,HUNGRIA,103.43,8.85
2009,112,PARAGUAY,97.31,57.59
2009,113,UNITED STATES MINOR OUTLYING ISLANDS,94.33,30.62
2009,114,MALTA,92.46,69.75
2009,115,SURINAM,84.69,67.41
2009,116,GUINEA-BISSAU,83.41,69.39
2009,117,TIMOR DEL ESTE,82.79,82.20
2009,118,ESLOVAQUIA,69.11,6.21
2009,119,COSTA DE MARFIL,62.67,51.65
2009,120,SIERRA LEONA,60.98,51.65
2009,121,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",60.17,2.03
2009,122,YUGOSLAVIA,52.46,16.19
2009,123,"TURCAS Y CAICOS, ISLAS",52.20,38.77
2009,124,GABON,50.92,38.77
2009,125,DJIBOUTI,45.78,34.27
2009,126,MAYOTTE,45.28,18.86
2009,127,GRANADA,44.84,35.54
2009,128,TODOS LOS PAISES,41.38,6.52
2009,129,ESLOVENIA,39.74,14.90
2009,130,ESCOCIA,32.40,36.00
2009,131,QATAR,28.15,14.90
2009,132,"IRAN, REPUBLICA ISLAMICA DEL",27.96,1.65
2009,133,"CAIMAN,ISLAS",26.59,19.38
2009,134,ANGUILLA,24.13,19.38
2009,135,CUBA,23.44,13.96
2009,136,REUNION,19.40,20.52
2009,137,LETONIA,18.98,17.17
2009,138,"VIRGENES, ISLAS (BRITANICAS)",13.36,22.78
2009,139,TUNICIA,11.68,5.50
2009,140,"VIRGENES, ISLAS (NORTEAMERICANAS)",5.80,2.90
2009,141,MALI,3.22,0.37
2009,142,"CAMERUN,REPUBLICA UNIDA DEL",2.75,0.04
2009,143,MACAO,0.66,0.02
2009,144,SAWSILANDIA,0.58,0.24
2009,145,ZAMBIA,0.42,0.07
2009,146,AFGANISTAN,0.01,0.00
2009,147,LUXEMBURGO,0.00,0.00
2008,1,ESTADOS UNIDOS,"782,838.26","473,561.11"
2008,2,ALEMANIA,"257,595.09","97,075.51"
2008,3,ESPAÑA,"241,809.52","120,599.49"
2008,4,HOLANDA,"217,948.07","163,782.49"
2008,5,BELGICA,"128,491.67","50,785.04"
2008,6,INGLATERRA,"94,604.25","58,091.73"
2008,7,MEXICO,"94,120.30","81,999.72"
2008,8,FRANCIA,"89,561.33","28,359.54"
2008,9,ECUADOR,"87,900.72","103,517.63"
2008,10,COLOMBIA,"82,538.82","103,333.87"
2008,11,HAITI,"52,862.11","59,031.87"
2008,12,VENEZUELA,"51,053.11","24,418.02"
2008,13,CANADA,"47,806.60","48,181.50"
2008,14,ITALIA,"47,348.55","19,048.89"
2008,15,CHILE,"41,520.03","49,544.71"
2008,16,JAPON,"36,212.23","18,423.64"
